Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL04152,Apex Manufacturing,IT Services,East,Enterprise,Partner,21,24,54.7,11,14,15347.77,10-08-2024,0.111,Low,Yes
CL04153,Green Enterprises,Logistics,North,Standard,Referral,31,6,46.2,2,21,3089.41,27-01-2025,0.439,High,No
CL04154,Omni Services,Healthcare,East,Basic,Outbound,47,6,37.3,4,27,1049.29,21-10-2025,0.521,High,No
CL04155,Blue Technologies,Manufacturing,North,Premium,Marketplace,6,24,52.4,5,7,4170.93,21-07-2024,0.218,Medium,No
CL04156,Crest Industries,IT Services,North,Enterprise,Outbound,28,24,68.1,4,19,11622.6,02-05-2024,0.048,Low,Yes
CL04157,Quantum Services,Finance,Central,Enterprise,Outbound,1,36,81.7,5,10,7805.88,19-07-2025,0.062,Low,Yes
CL04158,Sky Networks,Telecom,East,Premium,Referral,30,12,86,2,8,6599.74,12-10-2024,0.027,Low,Yes
CL04159,Green Technologies,Construction,East,Enterprise,Referral,17,48,44.6,7,20,7782.45,17-02-2025,0.059,Low,No
CL04160,Orion Solutions,Finance,South,Basic,Outbound,52,6,37,6,28,2482.81,09-12-2025,0.444,High,Yes
CL04161,Quantum Labs,Finance,Central,Basic,Inbound,9,12,44.6,2,57,1288.46,02-07-2024,0.648,High,Yes
CL04162,Apex Technologies,IT Services,East,Basic,Inbound,32,12,50.4,3,13,1525.97,13-09-2025,0.325,Medium,No
CL04163,Orion Networks,Finance,West,Premium,Inbound,32,24,69.8,8,8,3914.55,02-03-2025,0.125,Low,Yes
CL04164,Nova Healthcare,Healthcare,South,Basic,Referral,32,3,58.1,5,21,1259.97,01-04-2024,0.34,Medium,Yes
CL04165,Quantum Holdings,Finance,Central,Standard,Event,36,12,54.3,11,38,2381.77,07-07-2024,0.573,High,No
CL04166,Blue Manufacturing,Healthcare,West,Standard,Partner,16,6,67.7,8,42,3310.84,22-02-2025,0.404,High,Yes
CL04167,Prime Technologies,Manufacturing,West,Standard,Referral,28,24,43.2,5,55,1546.15,08-08-2024,0.296,Medium,No
CL04168,Apex Manufacturing,IT Services,North,Enterprise,Inbound,16,36,78.7,11,4,4335.42,12-11-2024,0.032,Low,Yes
CL04169,Pioneer Solutions,Healthcare,South,Basic,Referral,43,12,22.4,4,55,1353.96,17-07-2025,0.905,High,No
CL04170,Blue Logistics,IT Services,South,Standard,Partner,8,12,66.8,1,75,2686.91,06-11-2025,0.391,High,No
CL04171,Blue Solutions,Manufacturing,South,Premium,Partner,35,24,61.6,5,29,3361.81,13-01-2025,0.169,Low,No
CL04172,Sky Enterprises,Construction,West,Basic,Marketplace,8,6,36.3,8,3,1125.54,04-03-2025,0.536,High,Yes
CL04173,Pioneer Labs,Retail,North,Premium,Outbound,42,12,58.2,4,12,2448.88,03-05-2025,0.098,Low,No
CL04174,Omni Logistics,Finance,North,Premium,Inbound,17,24,73,3,15,6940.48,29-06-2024,0.055,Low,Yes
CL04175,Apex Technologies,Telecom,South,Enterprise,Referral,26,36,81.8,4,49,7222.02,08-05-2025,0.068,Low,No
CL04176,Pioneer Labs,Construction,North,Enterprise,Outbound,12,48,57.1,8,9,9032.8,09-10-2025,0.028,Low,Yes
CL04177,Prime Services,Finance,South,Standard,Inbound,13,12,42.8,11,13,2070.13,11-12-2025,0.604,High,No
CL04178,Green Solutions,Telecom,West,Premium,Referral,17,36,66.7,2,18,3100.29,15-07-2024,0.049,Low,Yes
CL04179,Pioneer Services,Healthcare,East,Basic,Partner,16,12,44.9,15,13,996.22,13-11-2025,0.642,High,Yes
CL04180,Blue Networks,Healthcare,North,Standard,Inbound,52,12,74.4,2,56,2546.48,27-11-2025,0.18,Low,Yes
CL04181,Nova Manufacturing,Retail,South,Basic,Event,34,6,38.6,4,6,1450.58,05-09-2025,0.363,High,No
CL04182,Sky Services,Logistics,South,Standard,Outbound,21,12,65.1,8,36,3486.89,16-10-2025,0.556,High,Yes
CL04183,Vertex Systems,Logistics,North,Enterprise,Marketplace,36,24,55.6,5,8,10568.98,15-01-2025,0.093,Low,Yes
CL04184,Apex Labs,Healthcare,West,Standard,Marketplace,5,6,76.2,12,16,1797.69,05-02-2026,0.357,High,No
CL04185,Apex Services,IT Services,West,Premium,Marketplace,11,12,75.3,6,23,4398.86,04-08-2025,0.182,Medium,No
CL04186,Crest Labs,Logistics,West,Standard,Partner,13,24,52.4,2,15,2015.19,01-09-2024,0.232,Medium,Yes
CL04187,Sky Technologies,IT Services,West,Standard,Event,19,6,54,8,8,2625.06,19-03-2024,0.474,High,No
CL04188,Nova Logistics,Finance,North,Enterprise,Inbound,50,36,62.7,5,31,10106.15,04-07-2024,0.083,Low,Yes
CL04189,Pioneer Enterprises,Logistics,Central,Standard,Referral,17,24,43.1,6,2,1881.02,24-08-2025,0.24,Medium,No
CL04190,Sky Logistics,Logistics,West,Premium,Partner,25,24,87.9,5,4,6536.61,17-11-2025,0.027,Low,Yes
CL04191,Sky Industries,Education,Central,Standard,Partner,12,12,36.1,5,3,1833.58,30-04-2024,0.303,Medium,Yes
CL04192,Apex Holdings,Telecom,North,Basic,Marketplace,23,6,27.9,12,19,1615.5,18-06-2025,0.874,High,No
CL04193,Apex Holdings,Retail,Central,Standard,Inbound,16,12,41.6,4,46,1582.81,22-11-2024,0.788,High,No
CL04194,Orion Industries,Education,West,Premium,Outbound,13,12,45.6,3,3,5854.22,30-04-2025,0.203,Medium,Yes
CL04195,Green Solutions,Finance,West,Basic,Partner,18,12,39.2,3,38,1632.32,07-11-2025,0.746,High,Yes
CL04196,Vertex Manufacturing,Manufacturing,North,Basic,Marketplace,17,6,49.1,5,12,1130.67,04-01-2025,0.446,High,Yes
CL04197,Pioneer Logistics,IT Services,West,Basic,Referral,40,6,33.7,7,15,1464.04,12-07-2024,0.667,High,No
CL04198,Sky Manufacturing,Manufacturing,Central,Premium,Outbound,9,24,46.5,6,49,4538.16,19-05-2024,0.561,High,No
CL04199,Quantum Systems,Retail,West,Premium,Inbound,11,12,65.5,6,4,4186.98,24-02-2026,0.139,Low,Yes
CL04200,Orion Healthcare,Finance,East,Premium,Referral,24,36,65.3,3,26,4239.74,09-09-2025,0.052,Low,Yes
CL04201,Vertex Solutions,Telecom,Central,Standard,Referral,23,12,67,9,10,1927.05,06-04-2024,0.198,Medium,Yes
CL04202,Apex Services,Manufacturing,South,Enterprise,Outbound,2,12,67.5,5,18,12612.49,01-07-2024,0.158,Low,Yes
CL04203,Omni Networks,IT Services,East,Premium,Event,7,36,64.9,5,30,4552.02,11-07-2025,0.121,Low,No
CL04204,Pioneer Industries,Construction,South,Premium,Referral,25,24,57.2,9,20,3028.66,31-12-2024,0.188,Medium,Yes
CL04205,Sky Healthcare,IT Services,Central,Premium,Inbound,9,24,69.1,6,33,4185.94,25-05-2025,0.214,Medium,Yes
CL04206,Apex Labs,Retail,North,Premium,Partner,29,24,57.3,9,11,5183.67,14-04-2025,0.224,Medium,Yes
CL04207,Orion Manufacturing,Finance,East,Standard,Marketplace,3,6,47.3,7,30,3811.49,20-06-2024,0.685,High,Yes
CL04208,Omni Industries,Finance,West,Enterprise,Marketplace,15,36,53.8,12,16,8556.47,12-01-2025,0.137,Low,Yes
CL04209,Omni Manufacturing,IT Services,West,Enterprise,Inbound,3,12,71.2,8,10,8149.52,20-03-2025,0.232,Medium,Yes
CL04210,Apex Enterprises,IT Services,East,Basic,Marketplace,13,6,49.6,5,50,1186.61,12-01-2025,0.737,High,No
CL04211,Nova Networks,IT Services,Central,Basic,Referral,40,6,51.2,5,17,1737.1,12-02-2025,0.425,High,No
CL04212,Crest Systems,Finance,Central,Enterprise,Partner,26,48,70.3,4,14,12306.63,18-02-2026,0.006,Low,No
CL04213,Crest Solutions,Finance,North,Standard,Inbound,34,12,69.6,8,5,2588.45,15-02-2026,0.181,Medium,No
CL04214,Nova Solutions,Manufacturing,South,Enterprise,Outbound,34,24,72.7,8,20,9671.39,10-11-2024,0.111,Low,Yes
CL04215,Sky Healthcare,Logistics,North,Standard,Inbound,25,24,36.9,2,11,2103.33,12-08-2025,0.104,Low,Yes
CL04216,Crest Labs,Telecom,South,Basic,Referral,37,6,20.2,5,13,953.3,15-08-2024,0.626,High,No
CL04217,Nova Labs,IT Services,East,Basic,Event,5,6,55.6,7,14,1558.85,19-02-2026,0.436,High,No
CL04218,Green Holdings,Retail,Central,Basic,Outbound,43,3,30.5,8,12,1119.76,25-12-2024,0.67,High,No
CL04219,Orion Manufacturing,Logistics,West,Standard,Inbound,36,24,38.4,4,23,2204.1,28-04-2025,0.184,Medium,Yes
CL04220,Green Holdings,Manufacturing,North,Standard,Referral,34,24,23.9,13,17,2844.71,01-12-2024,0.618,High,No
CL04221,Nova Manufacturing,Healthcare,North,Premium,Outbound,21,24,59.3,8,4,3062.75,20-06-2024,0.204,Medium,Yes
CL04222,Crest Logistics,Finance,East,Enterprise,Marketplace,10,48,80.9,4,18,5228.01,18-06-2024,0.016,Low,Yes
CL04223,Omni Holdings,Energy,East,Standard,Partner,22,12,40.6,7,3,2762.09,12-01-2026,0.48,High,Yes
CL04224,Vertex Industries,Telecom,South,Standard,Marketplace,26,24,42.4,6,30,3909.5,05-04-2025,0.384,High,No
CL04225,Crest Systems,Finance,Central,Standard,Outbound,55,12,47.4,2,14,3514.19,05-02-2026,0.111,Low,Yes
CL04226,Blue Solutions,Education,Central,Standard,Referral,23,6,62.9,4,36,1711.19,17-12-2024,0.419,High,Yes
CL04227,Nova Enterprises,Healthcare,South,Standard,Inbound,23,12,35.3,3,11,2701.62,07-02-2025,0.22,Medium,No
CL04228,Omni Technologies,Logistics,Central,Basic,Inbound,8,6,30.3,7,8,1358.07,04-08-2024,0.742,High,No
CL04229,Omni Services,Retail,South,Basic,Referral,14,6,49.5,5,23,1333.54,13-05-2024,0.576,High,No
CL04230,Blue Logistics,Manufacturing,West,Basic,Partner,7,3,41.9,9,27,1057.65,20-09-2025,0.893,High,No
CL04231,Omni Networks,Logistics,South,Basic,Outbound,38,3,40.1,6,2,1034.14,12-12-2024,0.537,High,Yes
CL04232,Vertex Healthcare,Finance,North,Premium,Referral,14,12,58.2,5,7,2701.96,23-09-2025,0.179,Low,Yes
CL04233,Apex Systems,Healthcare,Central,Basic,Outbound,14,3,37.4,2,24,1362.28,18-01-2025,0.622,High,Yes
CL04234,Nova Manufacturing,Energy,South,Enterprise,Inbound,39,24,64.5,2,4,10479.02,02-01-2026,0.042,Low,Yes
CL04235,Crest Technologies,IT Services,West,Enterprise,Partner,13,24,67.7,5,16,11564.32,03-12-2025,0.027,Low,Yes
CL04236,Omni Industries,Healthcare,South,Enterprise,Inbound,15,48,61,8,14,6158.06,18-10-2025,0.048,Low,Yes
CL04237,Sky Solutions,IT Services,North,Enterprise,Inbound,29,36,87.4,5,13,8648.4,28-09-2025,0.013,Low,Yes
CL04238,Apex Industries,Education,North,Standard,Referral,6,12,47.3,12,43,1993.72,21-06-2025,0.791,High,No
CL04239,Omni Solutions,Logistics,East,Standard,Marketplace,27,24,56.8,7,21,1840.08,23-11-2025,0.177,Low,Yes
CL04240,Orion Manufacturing,Healthcare,West,Basic,Marketplace,38,6,38.8,13,10,1657.38,09-11-2025,0.793,High,No
CL04241,Crest Enterprises,Logistics,South,Premium,Partner,1,24,70.3,2,8,3989.03,31-07-2024,0.072,Low,Yes
CL04242,Green Services,Healthcare,West,Enterprise,Referral,47,24,70.9,7,8,7626.5,19-07-2025,0.063,Low,Yes
CL04243,Sky Services,Education,West,Enterprise,Inbound,29,24,64.2,9,25,9304.29,28-10-2025,0.141,Low,Yes
CL04244,Omni Labs,Retail,West,Standard,Inbound,18,6,40.2,10,12,2702.11,24-08-2025,0.587,High,Yes
CL04245,Omni Manufacturing,Retail,East,Premium,Marketplace,37,12,45,2,12,3367.4,10-03-2024,0.294,Medium,Yes
CL04246,Prime Logistics,Energy,Central,Basic,Marketplace,14,6,20.5,5,28,826.72,22-05-2025,0.883,High,No
CL04247,Sky Technologies,Manufacturing,East,Basic,Event,26,6,31.6,6,59,1003.36,21-09-2024,0.884,High,No
CL04248,Vertex Systems,IT Services,South,Premium,Referral,34,24,48.8,11,36,4598.43,13-09-2025,0.497,High,Yes
CL04249,Crest Services,Finance,North,Standard,Marketplace,26,12,37.4,10,12,2427.92,20-08-2025,0.432,High,Yes
CL04250,Apex Healthcare,Construction,South,Enterprise,Inbound,23,36,81.5,7,5,5346.11,16-05-2024,0.033,Low,Yes
CL04251,Omni Services,Healthcare,North,Basic,Event,18,6,39.7,5,17,1200.77,27-10-2024,0.662,High,No
CL04252,Sky Healthcare,IT Services,East,Enterprise,Inbound,9,48,72.6,6,18,5537.79,15-12-2025,0.027,Low,Yes
CL04253,Nova Manufacturing,Healthcare,South,Standard,Outbound,33,12,79.3,5,32,2891.28,13-02-2025,0.195,Medium,Yes
CL04254,Prime Holdings,Finance,South,Enterprise,Inbound,8,48,56.2,8,13,14992.33,03-03-2025,0.041,Low,Yes
CL04255,Green Industries,Manufacturing,West,Premium,Referral,22,24,74.7,4,36,4726.77,24-07-2024,0.104,Low,Yes
CL04256,Quantum Labs,Logistics,South,Enterprise,Outbound,23,36,73.7,5,16,10810.5,05-07-2024,0.057,Low,Yes
CL04257,Vertex Solutions,Construction,South,Standard,Event,15,12,56.4,10,29,1829.65,15-04-2024,0.658,High,Yes
CL04258,Quantum Solutions,Retail,North,Enterprise,Referral,20,12,73.3,2,19,7373.46,25-04-2024,0.073,Low,Yes
CL04259,Crest Holdings,Healthcare,West,Basic,Referral,22,12,14.5,14,25,933.05,03-07-2024,0.923,High,No
CL04260,Quantum Logistics,Retail,North,Basic,Referral,12,3,36.1,5,54,1348.46,08-03-2024,0.831,High,Yes
CL04261,Vertex Networks,IT Services,South,Standard,Inbound,16,12,60,6,45,3417.24,21-02-2026,0.647,High,Yes
CL04262,Pioneer Manufacturing,Energy,East,Enterprise,Marketplace,29,24,44.7,12,10,7388.19,09-01-2025,0.29,Medium,Yes
CL04263,Vertex Enterprises,Retail,West,Standard,Referral,19,12,73.3,2,25,2398.23,21-12-2024,0.142,Low,Yes
CL04264,Apex Labs,Healthcare,East,Enterprise,Referral,15,36,77.7,2,17,5770.35,30-04-2025,0.012,Low,Yes
CL04265,Nova Systems,Logistics,West,Premium,Marketplace,20,36,73.1,3,5,3702.81,12-11-2025,0.022,Low,Yes
CL04266,Pioneer Networks,Retail,North,Basic,Event,8,6,21,14,5,934.94,25-06-2025,0.941,High,No
CL04267,Sky Systems,Logistics,South,Enterprise,Referral,10,48,83.3,7,5,7822.03,01-08-2024,0.012,Low,Yes
CL04268,Omni Manufacturing,IT Services,South,Basic,Partner,23,6,54.1,3,85,1552.46,23-08-2025,0.878,High,No
CL04269,Apex Industries,Telecom,North,Enterprise,Inbound,6,24,80,12,6,7139.7,08-06-2024,0.086,Low,Yes
CL04270,Pioneer Holdings,Construction,South,Standard,Partner,34,6,46.9,10,18,1562.61,13-11-2025,0.514,High,No
CL04271,Prime Labs,Logistics,South,Standard,Inbound,29,12,42.3,6,18,2297.78,15-08-2025,0.47,High,Yes
CL04272,Green Enterprises,Construction,East,Standard,Marketplace,22,6,44.4,9,42,2155.37,10-01-2026,0.855,High,No
CL04273,Blue Healthcare,IT Services,West,Basic,Referral,18,6,34.9,3,22,1298.4,26-11-2025,0.669,High,Yes
CL04274,Sky Industries,Retail,South,Standard,Outbound,3,6,56.9,4,24,1684.65,24-12-2024,0.48,High,No
CL04275,Nova Services,Finance,West,Basic,Inbound,7,6,28.8,6,26,1023.12,10-12-2025,0.784,High,No
CL04276,Apex Logistics,Finance,South,Basic,Inbound,31,6,45.8,5,23,1486.26,10-10-2025,0.558,High,Yes
CL04277,Omni Systems,Retail,South,Basic,Marketplace,29,6,24.9,6,54,733.9,18-01-2025,0.895,High,Yes
CL04278,Apex Networks,Healthcare,East,Standard,Inbound,15,6,48.9,8,34,1879.98,18-07-2025,0.661,High,Yes
CL04279,Quantum Solutions,IT Services,North,Premium,Referral,14,12,75.4,3,11,7079.72,27-06-2024,0.128,Low,Yes
CL04280,Nova Labs,Healthcare,North,Premium,Inbound,22,12,55.6,1,12,3827.51,23-03-2025,0.171,Low,Yes
CL04281,Orion Networks,Manufacturing,South,Enterprise,Inbound,16,12,80.8,8,17,5891.1,06-04-2024,0.138,Low,Yes
CL04282,Crest Healthcare,Education,Central,Premium,Marketplace,23,24,66.6,3,5,2498.36,22-12-2024,0.033,Low,Yes
CL04283,Blue Technologies,Manufacturing,West,Premium,Inbound,25,24,59.7,8,22,5490.93,30-05-2025,0.166,Low,Yes
CL04284,Vertex Services,IT Services,North,Premium,Inbound,26,12,81.9,4,29,3852.13,30-05-2025,0.202,Medium,Yes
CL04285,Pioneer Holdings,Finance,West,Standard,Partner,31,12,54.9,3,8,2620.72,23-11-2024,0.215,Medium,Yes
CL04286,Vertex Solutions,Finance,West,Premium,Partner,27,24,79.2,5,40,4143.82,01-05-2024,0.149,Low,Yes
CL04287,Blue Labs,Telecom,East,Basic,Inbound,10,6,61.5,7,12,920.05,08-06-2025,0.369,High,Yes
CL04288,Nova Labs,Finance,West,Enterprise,Outbound,7,36,73.1,2,4,6209.36,28-04-2024,0.036,Low,Yes
CL04289,Orion Technologies,Healthcare,South,Premium,Event,9,12,71.7,3,21,4881.03,16-08-2024,0.134,Low,Yes
CL04290,Vertex Technologies,Telecom,South,Standard,Partner,13,12,47.3,5,44,1941.64,05-10-2025,0.646,High,No
CL04291,Vertex Solutions,Finance,East,Premium,Partner,15,24,53.6,2,20,8154.07,10-01-2025,0.111,Low,Yes
CL04292,Sky Healthcare,IT Services,East,Basic,Marketplace,42,3,38.7,11,17,922.33,25-02-2026,0.807,High,Yes
CL04293,Sky Industries,Finance,East,Basic,Event,8,6,22.6,15,34,1034.81,11-09-2025,0.962,High,No
CL04294,Green Systems,Energy,East,Basic,Event,39,6,22.7,9,15,1431.49,18-12-2024,0.837,High,Yes
CL04295,Vertex Healthcare,Healthcare,Central,Premium,Marketplace,28,12,71.1,9,31,4548.54,17-05-2024,0.14,Low,Yes
CL04296,Sky Systems,Manufacturing,Central,Premium,Referral,16,24,56.8,3,3,5615.48,05-01-2025,0.094,Low,Yes
CL04297,Green Holdings,IT Services,Central,Premium,Inbound,23,24,76.5,2,9,5017.13,05-06-2024,0.026,Low,Yes
CL04298,Omni Networks,IT Services,West,Basic,Inbound,30,6,44.6,3,5,1778.94,14-07-2025,0.345,Medium,Yes
CL04299,Orion Labs,Retail,Central,Standard,Outbound,8,12,72.2,4,6,3401.34,13-05-2024,0.077,Low,Yes
CL04300,Pioneer Holdings,Finance,North,Premium,Event,25,24,72.3,4,16,4332.08,15-01-2026,0.046,Low,Yes
CL04301,Prime Labs,IT Services,South,Basic,Partner,27,12,54.4,4,14,818.96,07-12-2024,0.233,Medium,Yes
CL04302,Blue Systems,Energy,East,Premium,Partner,22,24,65.8,7,33,6155.94,21-03-2024,0.125,Low,Yes
CL04303,Apex Services,Education,West,Basic,Marketplace,28,12,36.7,8,16,1288.29,23-10-2025,0.558,High,Yes
CL04304,Crest Industries,Finance,East,Basic,Outbound,14,3,53,5,35,1606.56,09-11-2024,0.751,High,No
CL04305,Prime Systems,Telecom,West,Standard,Partner,34,12,63,5,6,3806.63,30-06-2025,0.147,Low,Yes
CL04306,Nova Networks,IT Services,North,Premium,Inbound,32,12,70.5,3,18,4527.88,18-11-2025,0.079,Low,Yes
CL04307,Sky Technologies,Retail,South,Basic,Outbound,41,3,37.5,5,40,1003.54,09-04-2024,0.753,High,No
CL04308,Omni Holdings,Logistics,West,Basic,Referral,24,6,44.5,6,11,1567.29,09-03-2024,0.519,High,No
CL04309,Vertex Enterprises,Telecom,North,Basic,Event,19,6,31.9,4,18,1431.06,09-06-2024,0.738,High,Yes
CL04310,Crest Systems,Education,South,Standard,Inbound,33,12,39.4,7,15,1928.2,16-08-2024,0.562,High,No
CL04311,Pioneer Healthcare,Manufacturing,South,Standard,Event,19,12,68.1,3,20,3511.24,15-03-2025,0.198,Medium,No
CL04312,Omni Healthcare,Construction,South,Standard,Inbound,14,12,69.4,4,12,3016.73,28-01-2026,0.184,Medium,No
CL04313,Quantum Labs,IT Services,West,Premium,Outbound,33,24,56.9,7,12,3893.11,30-03-2025,0.185,Medium,Yes
CL04314,Nova Technologies,Telecom,South,Standard,Outbound,11,12,47,7,18,1832.2,15-11-2025,0.356,High,No
CL04315,Quantum Networks,Construction,East,Premium,Inbound,4,12,72.7,3,40,2965.42,21-07-2024,0.265,Medium,Yes
CL04316,Vertex Healthcare,Manufacturing,North,Premium,Marketplace,19,12,69.4,6,13,3624.81,09-12-2025,0.104,Low,Yes
CL04317,Sky Networks,Education,West,Basic,Referral,22,6,41.1,9,31,916.09,01-08-2025,0.728,High,No
CL04318,Prime Industries,IT Services,South,Basic,Marketplace,27,3,51.8,3,33,1444.61,20-01-2026,0.682,High,No
CL04319,Orion Technologies,Retail,East,Enterprise,Marketplace,42,12,69.1,7,17,17299.55,25-11-2025,0.175,Low,Yes
CL04320,Orion Labs,Finance,West,Basic,Marketplace,31,6,43,10,11,1804.32,08-11-2025,0.556,High,Yes
CL04321,Vertex Holdings,Finance,North,Basic,Inbound,33,6,42,2,39,1900.87,20-04-2024,0.554,High,No
CL04322,Green Healthcare,Energy,Central,Basic,Marketplace,34,6,23.7,4,16,1269.51,02-07-2025,0.692,High,No
CL04323,Vertex Healthcare,Logistics,East,Premium,Inbound,22,12,68.8,3,20,4357.91,08-10-2024,0.18,Low,Yes
CL04324,Omni Healthcare,Retail,South,Premium,Referral,29,24,76.9,12,9,4400.13,02-09-2024,0.095,Low,Yes
CL04325,Apex Technologies,Telecom,North,Enterprise,Outbound,3,36,73,10,5,11886.29,22-01-2025,0.058,Low,Yes
CL04326,Apex Industries,Construction,Central,Enterprise,Marketplace,18,48,70.8,6,25,8877.79,21-11-2025,0.043,Low,Yes
CL04327,Sky Services,IT Services,West,Standard,Referral,18,12,58.5,5,7,3148.88,02-05-2024,0.2,Medium,Yes
CL04328,Quantum Industries,Construction,North,Standard,Inbound,14,6,43.6,13,8,1867.38,01-01-2026,0.711,High,No
CL04329,Green Logistics,IT Services,South,Standard,Referral,8,12,64.1,4,6,1724.6,14-11-2025,0.223,Medium,Yes
CL04330,Green Networks,Telecom,West,Basic,Outbound,13,6,31.8,10,23,1806.18,18-09-2024,0.823,High,No
CL04331,Orion Solutions,Manufacturing,West,Basic,Referral,37,6,52,4,6,1462.6,31-10-2024,0.304,Medium,Yes
CL04332,Sky Networks,IT Services,West,Basic,Event,13,3,48.5,14,41,1152.71,04-04-2024,0.889,High,No
CL04333,Vertex Solutions,Retail,South,Basic,Inbound,51,12,23.8,5,30,1995.46,12-08-2025,0.698,High,Yes
CL04334,Quantum Industries,Logistics,West,Standard,Marketplace,8,12,73.4,5,6,1904.44,01-07-2024,0.125,Low,Yes
CL04335,Orion Services,Healthcare,South,Standard,Partner,33,12,54,6,23,2497.97,29-09-2024,0.408,High,No
CL04336,Green Labs,IT Services,North,Enterprise,Marketplace,19,36,69.3,8,4,8268.15,13-12-2024,0.032,Low,Yes
CL04337,Omni Holdings,Finance,East,Premium,Inbound,29,12,79.3,7,25,4073.14,19-12-2024,0.158,Low,Yes
CL04338,Prime Labs,Energy,Central,Enterprise,Inbound,39,24,76.9,4,14,7614.2,04-10-2025,0.019,Low,Yes
CL04339,Pioneer Solutions,Healthcare,South,Standard,Inbound,9,12,30.7,12,4,2157.46,22-02-2025,0.689,High,No
CL04340,Apex Networks,Manufacturing,South,Standard,Inbound,18,12,44.7,6,5,2002.92,07-04-2024,0.413,High,Yes
CL04341,Pioneer Enterprises,Retail,West,Standard,Event,9,12,53.3,4,10,2620.87,10-05-2025,0.222,Medium,Yes
CL04342,Omni Services,IT Services,East,Basic,Inbound,27,6,15.1,7,38,1659.65,07-10-2024,0.832,High,No
CL04343,Sky Healthcare,Telecom,West,Basic,Event,20,12,41,7,8,1126.87,01-11-2024,0.428,High,Yes
CL04344,Orion Healthcare,Telecom,West,Enterprise,Partner,13,24,78.9,5,8,8002.22,26-07-2024,0.024,Low,Yes
CL04345,Apex Networks,Finance,North,Enterprise,Referral,25,36,61.8,9,46,10102.41,18-05-2024,0.159,Low,Yes
CL04346,Sky Systems,Healthcare,Central,Basic,Inbound,29,6,40.2,6,15,1358.54,01-09-2024,0.476,High,No
CL04347,Orion Technologies,Education,West,Basic,Referral,19,12,33.1,9,5,1054.06,28-11-2025,0.587,High,No
CL04348,Omni Holdings,Finance,Central,Standard,Inbound,21,6,39.7,8,39,2944.67,24-11-2025,0.756,High,No
CL04349,Pioneer Networks,Telecom,East,Basic,Partner,20,6,51,3,5,1559.98,16-01-2026,0.399,High,No
CL04350,Orion Manufacturing,Logistics,West,Standard,Marketplace,13,12,63.1,1,21,3099.1,22-03-2024,0.321,Medium,Yes
CL04351,Apex Manufacturing,Education,North,Basic,Referral,2,3,29.5,5,12,909.03,15-12-2025,0.752,High,Yes
CL04352,Nova Technologies,Finance,South,Standard,Referral,12,6,51.6,5,39,3048.13,16-11-2024,0.608,High,No
CL04353,Orion Holdings,Retail,Central,Standard,Referral,24,12,58.7,4,13,2018.58,14-06-2025,0.207,Medium,Yes
CL04354,Quantum Industries,Construction,North,Standard,Inbound,14,6,44.6,6,13,1334.57,24-05-2025,0.502,High,No
CL04355,Prime Technologies,Finance,North,Basic,Event,15,3,15.8,5,24,1127.83,01-07-2024,0.809,High,No
CL04356,Prime Services,Finance,West,Standard,Event,27,24,59.8,3,9,4187.05,01-07-2024,0.142,Low,Yes
CL04357,Crest Logistics,Manufacturing,West,Enterprise,Partner,6,36,63.2,7,19,10317.26,31-07-2024,0.111,Low,Yes
CL04358,Crest Labs,Logistics,North,Standard,Event,26,12,48.3,5,11,1423.08,10-09-2024,0.389,High,Yes
CL04359,Pioneer Solutions,Finance,West,Enterprise,Outbound,28,36,93.5,6,25,7728.12,22-11-2024,0.025,Low,Yes
CL04360,Crest Holdings,Manufacturing,West,Enterprise,Referral,19,24,71.4,7,14,7899.97,24-01-2025,0.11,Low,Yes
CL04361,Orion Industries,IT Services,East,Enterprise,Referral,28,36,78,7,42,8867.51,15-11-2024,0.085,Low,Yes
CL04362,Quantum Manufacturing,Finance,West,Premium,Event,20,24,72.1,3,8,4071.17,02-05-2025,0.074,Low,Yes
CL04363,Blue Industries,Education,South,Premium,Partner,14,24,66.1,6,25,4216.19,20-06-2024,0.176,Low,Yes
CL04364,Nova Technologies,Finance,North,Enterprise,Partner,15,24,65,4,9,13881.63,07-01-2026,0.074,Low,Yes
CL04365,Blue Networks,Manufacturing,South,Basic,Outbound,46,6,35.3,5,33,1616.26,30-10-2025,0.631,High,Yes
CL04366,Crest Industries,Logistics,East,Standard,Outbound,13,6,53.4,5,7,2082.13,04-04-2024,0.344,Medium,Yes
CL04367,Blue Holdings,IT Services,East,Enterprise,Marketplace,8,12,81.3,7,10,6635.12,28-01-2025,0.135,Low,Yes
CL04368,Omni Manufacturing,Retail,West,Premium,Referral,15,24,65.5,5,20,4500.06,13-10-2025,0.115,Low,Yes
CL04369,Quantum Services,Manufacturing,West,Enterprise,Partner,18,12,100,7,5,5860.17,10-11-2024,0.028,Low,Yes
CL04370,Nova Logistics,Manufacturing,East,Premium,Outbound,35,24,48.9,9,22,4894.96,01-01-2025,0.343,Medium,Yes
CL04371,Orion Labs,Manufacturing,West,Enterprise,Referral,24,36,84.8,5,7,11413.92,22-02-2026,0.016,Low,Yes
